pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,furnished,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6035112364,2017-03-10 11:37,http://sfbay.craigslist.org/sby/roo/6035112364.html,"$1,100 for 1 Private bedroom & 1 parking space in 2b1b Apartment",1100,santa clara,0,37.343041,-121.969569,15,"About location:
- Apartment is located near by San Tomas and Benton Street
- Close to public transportation 
- 2.5 miles from Santa Clara University
- 4.5 miles from Mission College 
- 6.3 miles from Deanza College
- 8.8 miles from San Jose State University
- 3 miles from Valley Fair and Santana Row 
- 0.5 miles from Central Park Library 
- within walking distance from shopping centers and eatery's such as Target , Safeway, CVS, hometown buffet, taco bell, ect.. 
About Room:
- we want to share 1 room in 2beb 1bath apartment
- Quiet and spacious bedroom with closet 
- Kitchen with refrigerator, microwave, oven, stove ( light cooking only please )
- coin operated washer n dryer on site 
- 1 private parking space for you

Rental fee including wifi, electric, gas, garbage , water.
- single $1,100 / month. 
- couple $1,400 /month
- The first month rent plus 1 month deposit to move in
Requirement 
- 6month -1 year lease
- 3 month check stub
- Students work or steady income.
- Light Cooking only 
- No drug , No smoking No alcohol , No parties , No pets, No guests

A little about us 
We are 30s 40s asian couple with 3 months old baby girl. 
My husband works for tech company. I am housewife. We are very friendly and easy going. If you are interested please tell me your yourself( your job ,working hours, hobby and move- in date.

Room are available right now. Please contact me make an appointment to see the room",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6030145584,2017-03-10 11:37,http://sfbay.craigslist.org/sby/roo/6030145584.html,"$1,100 private bedroom & parking in 2b1b apartment",1100,mountain view,0,37.343041,-121.969569,15,"About location:
- Apartment is located near by San Tomas and Benton Street
- Close to public transportation 
- 2.5 miles from Santa Clara University
- 4.5 miles from Mission College 
- 6.3 miles from Deanza College
- 8.8 miles from San Jose State University
- 3 miles from Valley Fair and Santana Row 
- 0.5 miles from Central Park Library 
- within walking distance from shopping centers and eatery's such as Target , Safeway, CVS, hometown buffet, taco bell, ect.. 
About Room:
- we want to share 1 room in 2beb 1bath apartment
- Quiet and spacious bedroom with closet 
- Kitchen with refrigerator, microwave, oven, stove ( light cooking only please )
- coin operated washer n dryer on site 
- 1 private parking space for you

Rental fee including wifi, electric, gas, garbage , water.
- single $1,100 / month. 
- couple $1,400 /month
- The first month rent plus 1 month deposit to move in
Requirement 
- 6month -1 year lease
- 3 month check stub
- Students work or steady income.
- Light Cooking only 
- No drug , No smoking No alcohol , No parties , No pets, No guests

A little about us 
We are 30s 40s asian couple with 3 months old baby girl. 
My husband works for tech company. I am housewife. We are very friendly and easy going. If you are interested please tell me your yourself( your job ,working hours, hobby and move- in date.

Room are available right now. Please contact me make an appointment to see",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6030143566,2017-03-10 11:36,http://sfbay.craigslist.org/sby/roo/6030143566.html,"$1,100 private bedroom & parking in 2b1b apartment",1100,sunnyvale,0,37.343041,-121.969569,15,"About location:
- Apartment is located near by San Tomas and Benton Street
- Close to public transportation 
- 2.5 miles from Santa Clara University
- 4.5 miles from Mission College 
- 6.3 miles from Deanza College
- 8.8 miles from San Jose State University
- 3 miles from Valley Fair and Santana Row 
- 0.5 miles from Central Park Library 
- within walking distance from shopping centers and eatery's such as Target , Safeway, CVS, hometown buffet, taco bell, ect.. 
About Room:
- we want to share 1 room in 2beb 1bath apartment
- Quiet and spacious bedroom with closet 
- Kitchen with refrigerator, microwave, oven, stove ( light cooking only please )
- coin operated washer n dryer on site 
- 1 private parking space for you

Rental fee including wifi, electric, gas, garbage , water.
- single $1,100 / month. 
- couple $1400 /month
- The first month rent plus 1 month deposit to move in
Requirement 
- 6month -1 year lease
- 3 month check stub
- Students work or steady income.
- Light Cooking only 
- No drug , No smoking No alcohol , No parties , No pets, No guests

A little about us 
We are 30s 40s asian couple with 3 months old baby girl. 
My husband works for tech company. I am housewife. We are very friendly and easy going. If you are interested please tell me your yourself( your job ,working hours, hobby and move- in date.

Room are available right now. Please contact me make an appointment to see",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038128160,2017-03-10 11:36,http://sfbay.craigslist.org/sby/roo/6038128160.html,Room for Rent in Nice House,900,santa clara,0,37.341912,-122.023087,7,"Nice House, Looking for a new roommate. Nice room with hardwood floors, furnished if need it.
Easy parking. Clean professional environment.

Please read before you reply:

1- Be single person and professional, no couples, no pets
2- Responsible, clean
3- Active and social

House is well located near tech companies, professional environment and social. 

To apply send a link to an online profile and details of you.",False,TRUE,FALSE,True,True,TRUE,True,FALSE,FALSE,FALSE
6029952455,2017-03-10 11:36,http://sfbay.craigslist.org/sby/roo/6029952455.html,Room with own bathroom in Sunnyvale,1350,sunnyvale,0,37.398300,-122.000600,22,"1 bedroom available with own big bathroom in house in in very desirable in Sunnyvale ,Safe and quite area in Sunnyvale ,it comes with TV ,Central AC/Heat, full kitchen ,very nice community asking $1350 +$700 deposit month to month ,single occupy please .all utility and network cable included ,looking for responsible /respective male roommate ,no smoking ,no pets ,pay rent on time ,I need reference please , Call/text 
 
.",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,TRUE
6034405494,2017-03-10 11:36,http://sfbay.craigslist.org/eby/roo/6034405494.html,sharing a condominium walnut creek downtown,1200,walnut creek,1250,37.902572,-122.065830,15,"Open house this Saterday March 11 and Sunday March 12. Email me to view! Move-in ready now! 
 Location! Location!! Two blocks away from Walnut Creek BART station!!! Great location for someone who need BART to  go Oakland, Berkeley or San francisco city. Living in Walnut Creek downtown also is wonderful.
A completely furnished and renovated condominium with 1250 square foot, two stories from second to third floor (one unit below, no units above). Three bedrooms and one bathroom on the upstairs, and a half bathroom, kitchen, dinning and living rooms on the downstair.
Currently, having one tenant ( a professional female at mid-twenties) and looking for another female tenant who would share it as a quiet and sweet home.  The whole unit is furnished. Welcome to share existing kitchenwares. No furniture moved-in please. 
$1200 monthly rent, utility and internet included, $1200 deposit.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,TRUE
6038159207,2017-03-10 11:36,http://sfbay.craigslist.org/eby/roo/6038159207.html,room for rent/se renta cuarto..DISPONIBLE YA!,,richmond / point / annex,0,37.932825,-122.368984,7,"Rento un cuarto en buena area de richmond.. sercas de bus, bart, freeway.. $600 mes + $300 deposito, incluye pg&e y wi-fi >preferible una sola persona 

Room for rent. In good area of richmond.. close to bus, bart, freeway.. $600 mnth+$300 deposit. Includes pg&e &wireless > Single person prefered",False,FALSE,FALSE,False,True,TRUE,True,FALSE,FALSE,FALSE
6027856022,2017-03-10 11:32,http://sfbay.craigslist.org/pen/roo/6027856022.html,Single Room (w/ full bathroom) for Rent in Palo Alto,1475,palo alto,200,37.407795,-122.124249,10,"Huge single room in a 5/bdrm 2/bath house with a large and bright backyard in an extremely central location (close to Stanford, Safeway, dt Palo Alto & Mountain View, etc.)

The Room:
- The room is the master bedroom and has its own full bathroom and walk-in closet
- Looking for someone to move into the room starting April 1st

The House:
- The house is fully furnished, with a spacious living area, backyard, kitchen, BBQ/firepit and TV room
- Washer/dryer, dishwasher, granite counter tops
- The house is a block away from the shuttle stop for Google, Apple, Facebook, etc.

About Us:
- We have been living in the house for over a year, are clean and easy-going, and are happy with the location
- We all work during the week and on the weekends we like to go to the city, hike, camp, happy hours, etc.

Looking for:
- We are looking for an easy-going roommate, who works during the week, is respectful, but likes to hang out in the evenings
- We are happy to consider both a short term (2 month) or a long term roommate",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,TRUE
6035196729,2017-03-10 11:32,http://sfbay.craigslist.org/eby/roo/6035196729.html,Room for rent in Antioch (Nurses/Professionals),850,pittsburg / antioch,0,37.965800,-121.775800,22,"Furnished bedroom available for rent.  It is located in Deer Valley  in the new Antioch area near grocery/shopping, Highway 4, future Bart and a few minutes away from Kaiser / Sutter Hospital.  Shared bathroom with one person. Enjoy the space/privacy in this 5 bedroom, 3 bathroom,  well maintained and immaculate home.  Rent includes: water, internet, security monitoring and garbage.  PG&E is shared among occupants. Security deposit is $500.

Reply to this ad for more information or to schedule a showing.

No pets.  No smoking. No drugs. No guests to keep things simple/peaceful.  Looking for a good fit- Responsible, clean, and considerate/ respectful of others.

Prospective roommate:
-Subject to credit and background screening
-Provide valid state-issued ID
-Provide proof of  verifiable income at least 3 times the rent.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038151963,2017-03-10 11:31,http://sfbay.craigslist.org/nby/roo/6038151963.html,single bedroom in a newer home,800,santa rosa,0,,,,"Furnished with queen size bed, night table, study table; dual sink bathroom  with tub; washer/dryer right across the room;  quiet neighborhood near the foothills of Ragle Ranch brand new development; light cooking ok.

Utilities, wifi included; single occupancy only and no guests sleepover.

No pets please; no smoking; no drugs.


Pls call 
 
for more details.",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6038151631,2017-03-10 11:31,http://sfbay.craigslist.org/sby/roo/6038151631.html,Master bedroom with private bathroom,1100,san jose north,0,37.392627,-121.855406,10,"Master bedroom for rent with private full bathroom, walk-in closet and  second closet. Home is 4 bedrooms, 2-1/2 baths, 2300sq.ft, fully furnished except for master bedroom.  Housing shared with one other occupant; a single professional male. Full use of home plus large back yard and pool. Master bedroom has Brazilian Teak hardwood floors, as does much of the house. Washer/dryer available. Wi-Fi included plus pool service and yard service.  Renter shares 1/2 utilities. Pets may be allowed depending on size and temperament. 
Home is on a cul-del-sac in a mature quiet neighborhood.  Ruskin, Sierramont and Piedmont Hills schools area. Couples or single adults with one child would be considered. Deposit of $1100 required, additional pet deposit of $150 required. Driveway accommodates 3 cars. No garage parking at this time.
Email me with your credit score, employer information, references and any questions.

Home open for showing on Saturday March 11th from 10-noon",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,TRUE
6038151169,2017-03-10 11:31,http://sfbay.craigslist.org/pen/roo/6038151169.html,**Two Clean 1 Bdrms**12 X 10ft & 10X10'**Recently Remodeled*Avail Now*,810,san bruno,120,37.620962,-122.450352,7,"Hello. 

I have 2 bedrooms available in a 2 story, 4 bedroom, 3 bathroom house. The rooms are located on the top floor of the house in the upper hills of San Bruno. (Up there by the Church of the Highlands or past Skyline Drive (Highway 35) and Sneath Lane.) 


The rental period would be a 2 month lease, at first and then we could extend it after that. Also the room is just big enough for a single professional. Two people would be too much of a demand. Additionally, although I was looking originally for just female occupants, the current tenant is leaving so it doesn't matter any longer. However, if one female was to take the bedroom, I believe she would feel comfortable with another female, just the same. So it's kind of dependent on who takes the room first, I guess. And who they would feel comfortable with.


Well 1 bedroom measures 12 feet by 10 feet and it is situated on the top floor of the house next to two other bedrooms. The closet is about 6 feet by 2 feet. The bathroom has been completely remodeled and the bedroom itself has new lighting and a dimmer switch. And the rent for that room is $830 with a $900 deposit. Utilities are $95. So the total for that room is $925 a month.

The other bedroom is 10 feet by 10 ft which is situated right next to the other bedroom listed above. The closet space for that bedroom is 5' by 2'. And this room has brand new polished metal closet doors and a dimmer switch and newer lighting. And as you can guess, the bathroom is shared with the other occupant of the other bedroom. The rent for that room is $810 with a $900 deposit. Both rooms are available immediately. And the utilities would be $90. So a total of $900 a month for this room.


Well about the house. There are 3 rooms on the top floor along with the dining room, living room, and kitchen. There are also 2 bathrooms upstairs and a huge backyard deck off of the top floor. Downstairs there is 1 large bedroom along with the garage and laundry area. The kitchen would be shared and there is plenty of space for dishes and food.


On top of that, most of the house is undergoing remodeling. A new roof was recently completed and I will install new windows throughout most of the house as well as redo the flooring and other things throughout the house, hopefully very soon.


So I live upstairs in the master and there is one other tenant who lives downstairs in the huge bedroom. You would be renting out the 3rd bedroom upstairs and share the bathroom with just the other renter. And it would be up to your choice of who moved in with you and shared the bathroom with you.


The utilities include; access to a high efficiency washing machine and dryer, electricity, water, sewer, garbage, and AT&T broadband (Internet access.) Some paper towels and toiletries also. Just as long as you don't waste them. And I might be able to work with you on the deposit, if you needed it of course, like splitting it up between 2 months.


So whomever is seriously interested in the place, I would be happy to hold it for you as long as we click and you leave the deposit, which is non refundable. 


Well about me. I am in my early 40's, white, happy, friendly, love to be as clean and organized as I can, and have been living here for over 10 plus years. I am definitely sociable and friendly and would love to make a new friend out of this living situation. The other roommate is in his 30's, white, happy, married, and has a very friendly personality, and he is clean as well. And we definitely do NOT smoke and we have no animals and would expect the same. The kitchen would be shared and the backyard is nice for barbecuing in the summer. And it is a pretty peaceful neighborhood. 


And let me just point out three points, this is a NON-Smoking and Non-pet household. So please don't ask if you can smoke outside or if you can have a very small miniature pet. It just wouldn't work. Also, third You must clean up after yourself well. There's no way around it. In fact, that's my main concern when it comes down to finding a new tenant. So as long as you don't mind keeping the bathroom clean and wiping up after yourself when you cook or eat, I would be happy to meet with you. Also, please be happy and fun and positive minded. I would greatly appreciate that:) That allows for greater conversations and a better roommate relationship. What do you think?


The house is located in San Bruno which is about 7 minutes away from the San Francisco Internantional Airport (SFO,) 2 minutes to Highway 280, 4 minutes to Highway 101, 2 minutes to Skyline College and 15 minutes to San Mateo College, 4 minutes to Tanforan Shopping Center and 6 minutes to Serramonte Shopping Center, and 15-25 minutes to downtown San Francisco and about 25-35-45 minutes to different parts of Silicon Valley, like for instance Palo Alto, Sunnyvale, or downtown San Jose. So as you can see, the house is centrally located and pretty close to most parts of the bay area. Also there are many parks, walking trails, reservoirs, and beaches very close by. Like within a few minutes or so.


Also just for the record, You Can Not Pay the last month's rent with the deposit. You would pay the last month's rent and then I would have to return your deposit within 21 days after all the bills have been accounted for. 


Also if you break the lease for whatever reason, you will lose your deposit! There are no exceptions, so please plan on living here for your agreement or losing your deposit. Sorry. 


Well if you are interested and would like to find out a little bit more about the place, please feel free to call me. But please no later than 10 p.m. and no earlier than 10 a.m. You can reach me at 
 
and I would be happy to answer any questions not listed in this ad. Also if you prefer to email me, please leave your phone number in the subject line and a time when you would like to come by and see it in the subject. This way you will get an immediate answer. Also this way, I won't think that it's trash and throw it away.


Well thank you and good luck in your housing search.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038133231,2017-03-10 11:31,http://sfbay.craigslist.org/sby/roo/6038133231.html,Master bedroom for rent 1350,1350,san jose east,0,37.329300,-121.833900,22,a master bedroom for rent. also shared kitchen and private restroom and walk in closet in master bedroom,False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6008146272,2017-03-10 11:30,http://sfbay.craigslist.org/sfc/roo/6008146272.html,Private room+easy transportation to downtown/sfsu,1100,sunset / parkside,0,37.743052,-122.475644,15,"Beautiful, clean room with 2 bathrooms! Laundry (Washer & Dryer) is in the building. Lots of free street parking.

Half block to Muni L Taraval to Downtown, few steps to Muni 28 bus to SF State University, very close to banks, Safeway, restaurants, coffee shops, supermarkets, public library

Looking for quiet, clean and responsible tenant. No smoking. No pets. No drugs. No parties. Utilities is divided evenly among tenants.

You'll get 1 private room plus 2 shared bathrooms with shower and toilet, 1 shared kitchen.

1 ROOM/PERSON. NO EXCEPTIONS.

Location: Parkside district, on 19th Ave (2 minute walk from L Taraval). 15 minutes away from Downtown San Francisco, Powell Station, Union Square.
8 minutes away from SFSU, easy access to North/South Bay
Please call or text message me at 
 
if you're interested and tell me about yourself. Please include:
1) Name
2) Age
3) Occupation
5) Best phone # to contact you/Facebook/Instagram/LinkedIn
6) When you're available to see the room?
7) When you'd like to move in?
8) How long would you like to lease for?

Rent: $1100/month + deposit ($1500). 1 year lease 
Please call or text message me at 
 
or 
 
if you're interested in this room.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6033791717,2017-03-10 11:29,http://sfbay.craigslist.org/sby/roo/6033791717.html,Large room with private bathroom & assigned parking,1100,milpitas,143,37.418239,-121.905768,15,"Room for rent in a 2 bd/ 2 ba condo in a very convenient location in Milpitas. 
I am looking for a working professional who is responsible, clean and polite.
Easy access to Highway 237, 680 & 880. Walking distance to Great Mall and Light Rail VTA station. Close to restaurants, banks, supermarkets, library, and SJ Airport. Close to Cisco, KLA, LSI, SanDisk, Intel, etc

Room:
-13x11 unfurnished private bedroom with walk-in closest
-Private bathroom

Amenities
-Washer-dryer, microwave, stove, oven, refrigerator access
-Gated assigned parking spot
-Gym, swimming pool and park in the community
-Rent included internet, water & garbage service
-Share PG&E

-Rent per month : $1,100.00
-Security Deposit: 1 month rent
-Move in requirement: 1st month rent and Deposit 
-Light or no cooking preferred
-Single occupancy only
NO drugs, NO pets, NO smoking, NO drinking parties, NO overnight guests.

Proof of income and Identification upon signing the Lease (1 year lease preferred)

If interested, please reply with a little introduction about yourself, work, lifestyle and contact info.
Available NOW~",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,TRUE
6038146841,2017-03-10 11:28,http://sfbay.craigslist.org/sfc/roo/6038146841.html,*** Private Room in Haight-Ashbury apartment,1550,haight ashbury,0,37.771436,-122.443231,10,"Looking for a quite and responsible roommate to share this apartment with 2 professionals

Please call/text ahead of viewing to confirm availability

Br 2 - 12'x11' - available now 

Thank you for your interest. Please request pictures, application, and more info 
by responding to this ad's email adding to the subject ""Private Br 2"" 
per floor plan without quotes.

In your response please include:

* your name  ______________________________
* your email ______________________________
* your mobile phone # ______________________________
* specify if you smoke Y/N
* specify if you have any pets Y/N
* Short description of your personality and work/play schedule
* Linkedin: pdf or url
* Facebook url
* Instagram url

Quiet 3br @ Golden Gate and Buena Vista parks AAPL GOOG LNKD YHOO Genentech shuttles, walk to USF and UCSF, close to mid-Market (Twitter) and Downtown in the 6-unit building with wonderful friendly tenants

Br 1 occupied by mid-20s female, starting job  in Tech in SOMA. Tidy, responsible, doesn't bring the party home. Likes to de-stress and relax after work. During the weekends will be exploring the city with friends and enjoy the sunshine

Br 3 occupied by early-30s male, who is friendly, quiet, easy-going, happy computer science PhD. works in AI research, likes meditation, enjoys conversation

Please bring applications, credit reports, pay stubs

*** Bedroom #2 (floorplan) *** Quick Info ***

Utilities: not included - usually around $70 (internet, heat, gas, power, water, garbage)
Lease term: 1 Year Sublet Agreement
Available: now
Pets: N
Laundry: Y
Parking: Optional
Non-smoking building

Location:
Best part of the Haight! A very quiet street with gorgeous Victorians all around.
1 block to Golden Gate Park and 1 block to Buena Vista Park.
Close to Magnolia's Pub and a myriad of cafes, restaurants, pubs and boutiques.

Unit:
Middle floor quiet apartment featuring 3 bedrooms with large dual-pane windows and carpeted floors, remodeled bathroom, remodeled kitchen with breakfast area. This room comes UN-furnished, pictures with furniture are for reference only.

Bicycle storage provided
No smoking and no pets

Transportation:
Bus lines 6, 7, 43, 66
Shared cars close-by at Oak/Central and Page/Masonic
Apple, Google, Yahoo and Genentech shuttles at Divisadero and Haight
LinkedIn shuttle nearby

Walk score 92
1363 Page",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038146811,2017-03-10 11:28,http://sfbay.craigslist.org/sfc/roo/6038146811.html,Bedroom Available In Amazing Apartment!,1072,twin peaks / diamond hts,0,37.752747,-122.443762,15,"~We need a serious commitment for an April 1st move in so please shoot us an email if you're ready to commit to a place.~

Large bedroom available in a modern, clean apartment. Our common spaces offer views of the bay. The room has natural light, with a large window and contains a good sized closet. Month-to-month agreement.

One bedroom available in a 4bed/1.5 bath apartment in Twin Peaks. The apartment is super spacious with a living room, dining room, great kitchen, and a great view of San Francisco. There are several bus options to get where you need to go in the city (37, 33, and 48) and it's a quick walk to Noe Valley and the Castro. The house is mostly furnished. There's ample street parking (seriously super easy to park & street cleaners are every other week on some streets), and negotiable designated parking for the apt if needed, but unfortunately no washer and dryer. 

The room: is spacious at 10' 9"" x 9' 6"" (not including closet). You also get a fairly large closet (7'0"" x 2'10""). 

Details: $1072 per month. Available April 1st. Utilities/internet after being split are around $25-35 per month. You will be signing a sub-lease agreement with the master tenant. Month-to-month agreement.

What we're looking for: Guy or gal between 25-35. No couples and no pets. We're looking for a young professional with a consistent schedule who knows about this living with roommates thing. You don't work from home all the the time. Our house is quiet on week nights so we're hoping to find someone who can respect that vibe. A perfect spot for someone looking for a calm oasis from the hustle and bustle of SF!

About us:  Three guys (27-29), all three of us with 9-5 jobs. We're all pretty busy and it's rare that the three of us are home at the same time. We keep our apartment clean and tidy. We've had a solid mix of male/females in the past so there's no issue there. We have a fairly diverse background of interests, but we all enjoy music and sports.

If you're interested, send us an email with your bio and anything you want to share. We need to fill this room ASAP. We'll shoot you an email if you think you're a good fit for this lovely home!",False,TRUE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
6025522000,2017-03-10 11:28,http://sfbay.craigslist.org/sby/roo/6025522000.html,Beautiful Bedroom w/ Private Bath (Female Only) 套房岀租,850,santa clara,120,37.401477,-121.963617,7,"Hello!

We are a young, friendly and easy going couple working in the Silicon Valley, and we are looking for a clean, considerate and responsible female tenant. Our room is newly remodeled, clean and bright. It comes with a private bathroom, a bed, a desk and a chair. You will also have your own mini refrigerator located downstairs. 

You are welcome to come visit our room. Please tell us a little bit about yourself, your phone number, your reason to move and how long you are planning to stay. Please also let us know when is the best time for you to come visit, then we can schedule an appointment.

Thank you!


Rent:
-       Smaller Room: $850/ Month
-       Bigger Room: $950/ Month
-       Utilities (Water, Electricity, Gas, Trash, High-Speed Internet): $100/ Month
-       6-Month Lease, Then Month-to-Month

Details:
-	Private Bathroom
-	Furnished Bed, Desk, Chair and Mini Refrigerator 
-	Washer and Dryer on Site
-	Plenty of Free Street Parking
-	Community Pool, Hot Tub and BBQ Area (During spring/summer)

Public Transit:
-	Near a lot of Major Companies in Silicon Valley, such as Sandisk, Oracle, Intel, Nvidia
-	5-Min Drive to Rivermark Plaza
-	Easy Freeway Access (101 / 237 / 880)
-	Easy Access to VTA (Light Rail Station)

Requirements:
-	Clean, Considerate and Responsible Female Professional/ Student
-	Security Deposit ($850, Refundable if everything is in good condition when you move out)
-	Most Recent 2 Rental References
-	Most Recent 2 Pay Stubs
-	Light Cooking (Microwave preferred)
-	Sorry No Smoking / Drugs / Pet(s) / Guest(s) 

Santa Clara 套房岀租
小房間月租: $850
大房間月租: $950
雜費(水電煤、垃圾費、網路): $100

擁有自己獨立的房間、浴室、衣櫃、書桌、椅子和小冰箱。
提供洗衣機、烘衣機、空調、暖氣。

環境安全、舒適、優雅，適合乾淨整齊的上班族女性。
交通方便 (近 101, 237, 880公路 以及 VTA)，5 分鐘到達 Rivermark Plaza。

即日起歡迎參觀。",True,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6023630548,2017-03-10 11:28,http://sfbay.craigslist.org/sby/roo/6023630548.html,Awesome House with Awesome Roommates,,cupertino,0,37.309867,-121.998153,7,"Are you bored with the housing options in the South Bay? No cooking, no overnight guests, no bathroom, no parking, no living... So ridiculous. Fuck that noise.

If you want to live in a sweet house, with a giant kitchen, a large pool-sized garden, dinner parties, couchsurfers, chickens, and more, you may have just found your new home.

We're looking for a stellar person that wants to interact with their housemates. We're not party animals, and this isn't the type of place where there will be noise at all hours. We all have jobs, we're all professionals, but we also like to have social lives and have friends over. We hope you are of a similar mindset.

About us:
We are clean, respectful professionals in our 30s. We are a mix of males and females. We work at places ranging from the tech industry to the public sector. We've all been to Burning Man and are crafty, music and dance loving, camping types. Can find us on the weekends pickling vegetables or making kombucha, designing new cocktail robots, sewing costumes, dancing samba, or just hanging out together watching movies. 

About the place:
We've been living in a five bedroom house on the border of Cupertino for the last two years. It's gone from a sterile empty place to a home full of life. There is a garage workshop, DJ station, crafting area, comfy living room with projector, a big garden in the back with the friendliest chickens you'll ever meet, and great roommates.

There is one room which is becoming available starting March 1st. The rent is $825 (86 sq ft). The security deposit is $1500. Three rooms share two bathrooms (one full and one half). We have been sharing for the past two years and never run into any issues with getting ready for work even when we have extra guests staying over. The room can be furnished if requested with a queen bed, dresser, and bookshelves. Our lease is for five people in the house. Sorry, no couples.

About you:
Over 25 and under 45. 
Clean, respectful, and have the means to pay the rent on time.
Don't have pets. Seriously. You can't have any pets. 
Can sign a 1 year lease.
You are awesome or are working on it. :)

If you're interested, respond telling us a little more about yourself...

1. What is the most number of people you've lived with?
2. What do you like to do for fun?",False,FALSE,FALSE,False,True,TRUE,True,FALSE,FALSE,FALSE
6029118714,2017-03-10 11:27,http://sfbay.craigslist.org/eby/roo/6029118714.html,"950 room in beautiful 3 bdrm house off Piedmont, near temescal, uptown",950,oakland piedmont / montclair,0,37.825158,-122.249057,7,"We are looking for a 3rd person for our 3 bedroom home off  Piedmont Ave. in Oakland

950 rent plus utilities etc

The space:
Spacious house with lots of light and abundant storage space in the basement (unfurnished) for things like bikes/skis/camping equipment etc. It is a 3 bedroom/2 bath house, with a living room, dining room and very large kitchen. The kitchen was fully remodeled 1.5 years ago with all new appliances, dishwasher, washer/dryer etc. There is a
fantastic front porch and also a shared back deck with our neighbors (it is on a split lot). You can always be on a deck with sunshine if that is your desire!

The room:
The open room is one of the rooms that uses the shared bath. It is a relatively small room - the bed pictured is a queen, but it doesn't leave a ton of extra space for dressers etc. The main window opens to lovely trees/plants. The closet is relatively deep, but not huge

The roommates
We are a friendly household - like to hang out and share meals and a beer or glass of wine if we are around, but also each have our own thing going. 

One male, late 20s, works in biotech, likes to cook and active doing things like climbing and snowboarding. 

On female, mid 30s, works with sustainable supply chains, spends a lot of time biking, camping, and things of the like. This is who you would share the bathrooom with (the master bedroom has its own).

The location:

The house is off of Piedmont Ave, 2 blocks from Piedmont Theatre- so
within walking distance to coffee shops, bars, restaurants, Piedmont
Grocery, bike shops etc etc. It is about 1.2 miles from Bart. If you
work in the city -- I take casual carpool --which takes me about 45
minutes door to door. It is great to run in the Piedmont cemetery or
around the lake, and about equidistant from Grand Lake farmers market
and Temescal farmers market. Ten minute drive to redwood park.",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6027358324,2017-03-10 11:26,http://sfbay.craigslist.org/sfc/roo/6027358324.html,Room 4 Rent ... View of Bridge...Month to month,,sunset / parkside,0,37.758100,-122.473698,15,"3 story house facing west with amazing views looking down on the Sunset district.
Share a kitchen with 4 others. We all rarely use the kitchen and keep it clear most of the time.. Share a bathroom with a 33 year old male. We are looking preferably a person who is quiet and respectful and clean.. we are all laid back people who work odd hours. We are coming and going all day long. We all split the utilities. Rent is $1000.00 a month plus 100 to 150$ utilities a month. Room will be available March 16th..
Everyone is 420 friendly but you will rarely ever see or smell it.
Older Russian landlords who will want to do credit check and interview before moving in.
Overall this is a great house.
Looking for long term renter but month to month is OK.
We are all in our young 30's so weekends sometimes might be louder after 10pm Friday and Saturday night. But rarely. 
House share with 3 males and one female.

The only cons are there is no laundry machines. No central heater. And you share walls with all 4 people. The landlords don't really help out much either (takes forever for something to get done). You must be quite after 10pm and respectful entering and leaving the room during the evening. Carpets are ehhh OK in your room. No pets aloud.

Pros are you can see the tip of the golden gate bridge from your room on a clear day. Decent size room for SF. 12' by 12' I believe ? There is always free parking. Irving Street is only 4 blocks down the hill. Bus stop in front of house. Decent size closet space. Everyone is very friendly and rarely at the house. Full use of kitchen and a living room with 50"" TV. Bathroom and shower is a decent size. New toilet. 

Feel free to text me with picture of yourself and little info..",False,TRUE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
